method,display,source_cluster,source_top_markers,target_cluster,status
cuml_tsne,cuML t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",14,introduced
cuml_tsne,cuML t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",17,lost
cuml_tsne,cuML t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",20,introduced
cuml_tsne,cuML t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",4,lost
cuml_tsne,cuML t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",5,lost
cuml_tsne,cuML t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",6,introduced
cuml_tsne,cuML t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",16,preserved
cuml_tsne,cuML t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",18,introduced
cuml_tsne,cuML t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",12,lost
cuml_tsne,cuML t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",13,introduced
cuml_tsne,cuML t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",14,introduced
cuml_tsne,cuML t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",16,lost
cuml_tsne,cuML t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",18,introduced
cuml_tsne,cuML t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",19,lost
cellranger_tsne,Cell Ranger t-SNE,1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",2,preserved
cellranger_tsne,Cell Ranger t-SNE,1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",3,lost
cellranger_tsne,Cell Ranger t-SNE,1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",4,lost
cellranger_tsne,Cell Ranger t-SNE,1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",16,introduced
cellranger_tsne,Cell Ranger t-SNE,1,"Tuba1a, Gpm6a, Cd24a, Gria2, Tsc22d1",19,introduced
cellranger_tsne,Cell Ranger t-SNE,2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",1,lost
cellranger_tsne,Cell Ranger t-SNE,2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",4,preserved
cellranger_tsne,Cell Ranger t-SNE,2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",6,preserved
cellranger_tsne,Cell Ranger t-SNE,2,"Igfbpl1, Sox11, Pcp4, Nfib, H3f3b",7,introduced
cellranger_tsne,Cell Ranger t-SNE,3,"Snca, Zbtb20, Crym, Stmn2, Nts",1,lost
cellranger_tsne,Cell Ranger t-SNE,3,"Snca, Zbtb20, Crym, Stmn2, Nts",2,lost
cellranger_tsne,Cell Ranger t-SNE,3,"Snca, Zbtb20, Crym, Stmn2, Nts",4,preserved
cellranger_tsne,Cell Ranger t-SNE,3,"Snca, Zbtb20, Crym, Stmn2, Nts",11,introduced
cellranger_tsne,Cell Ranger t-SNE,3,"Snca, Zbtb20, Crym, Stmn2, Nts",12,introduced
cellranger_tsne,Cell Ranger t-SNE,4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",1,lost
cellranger_tsne,Cell Ranger t-SNE,4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",2,preserved
cellranger_tsne,Cell Ranger t-SNE,4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",3,introduced
cellranger_tsne,Cell Ranger t-SNE,4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",7,lost
cellranger_tsne,Cell Ranger t-SNE,4,"Gria2, Ptprd, Arpp21, Tmem108, Nts",13,introduced
cellranger_tsne,Cell Ranger t-SNE,5,"Maf, Nxph1, Meg3, Sst, Npy",1,lost
cellranger_tsne,Cell Ranger t-SNE,5,"Maf, Nxph1, Meg3, Sst, Npy",4,lost
cellranger_tsne,Cell Ranger t-SNE,5,"Maf, Nxph1, Meg3, Sst, Npy",7,preserved
cellranger_tsne,Cell Ranger t-SNE,5,"Maf, Nxph1, Meg3, Sst, Npy",15,introduced
cellranger_tsne,Cell Ranger t-SNE,5,"Maf, Nxph1, Meg3, Sst, Npy",18,introduced
cellranger_tsne,Cell Ranger t-SNE,6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",2,preserved
cellranger_tsne,Cell Ranger t-SNE,6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",4,lost
cellranger_tsne,Cell Ranger t-SNE,6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",7,lost
cellranger_tsne,Cell Ranger t-SNE,6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",9,introduced
cellranger_tsne,Cell Ranger t-SNE,6,"Neurog2, Eomes, Gadd45g, Mdk, Mfap4",10,introduced
cellranger_tsne,Cell Ranger t-SNE,7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",2,preserved
cellranger_tsne,Cell Ranger t-SNE,7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",4,lost
cellranger_tsne,Cell Ranger t-SNE,7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",5,preserved
cellranger_tsne,Cell Ranger t-SNE,7,"Nnat, Dlx6os1, Sp9, Gad2, Ccnd2",18,introduced
cellranger_tsne,Cell Ranger t-SNE,8,"Fabp7, Dbi, Mt3, Aldoc, Vim",2,lost
cellranger_tsne,Cell Ranger t-SNE,8,"Fabp7, Dbi, Mt3, Aldoc, Vim",6,lost
cellranger_tsne,Cell Ranger t-SNE,8,"Fabp7, Dbi, Mt3, Aldoc, Vim",9,lost
cellranger_tsne,Cell Ranger t-SNE,8,"Fabp7, Dbi, Mt3, Aldoc, Vim",10,introduced
cellranger_tsne,Cell Ranger t-SNE,8,"Fabp7, Dbi, Mt3, Aldoc, Vim",13,introduced
cellranger_tsne,Cell Ranger t-SNE,8,"Fabp7, Dbi, Mt3, Aldoc, Vim",17,introduced
cellranger_tsne,Cell Ranger t-SNE,9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",2,lost
cellranger_tsne,Cell Ranger t-SNE,9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",6,preserved
cellranger_tsne,Cell Ranger t-SNE,9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",10,preserved
cellranger_tsne,Cell Ranger t-SNE,9,"2810417H13Rik, H2afz, Rrm2, Hmgb2, Ccnd2",14,introduced
cellranger_tsne,Cell Ranger t-SNE,10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",6,preserved
cellranger_tsne,Cell Ranger t-SNE,10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",8,lost
cellranger_tsne,Cell Ranger t-SNE,10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",9,preserved
cellranger_tsne,Cell Ranger t-SNE,10,"Ube2c, Hmgb2, Cks2, Cenpf, Ccnb1",14,introduced
cellranger_tsne,Cell Ranger t-SNE,11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",1,lost
cellranger_tsne,Cell Ranger t-SNE,11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",3,preserved
cellranger_tsne,Cell Ranger t-SNE,11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",4,lost
cellranger_tsne,Cell Ranger t-SNE,11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",19,introduced
cellranger_tsne,Cell Ranger t-SNE,11,"Snhg11, Reln, Ndnf, Meg3, Pcp4",20,introduced
cellranger_tsne,Cell Ranger t-SNE,12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",3,introduced
cellranger_tsne,Cell Ranger t-SNE,12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",4,preserved
cellranger_tsne,Cell Ranger t-SNE,12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",5,lost
cellranger_tsne,Cell Ranger t-SNE,12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",7,lost
cellranger_tsne,Cell Ranger t-SNE,12,"Hbb-bs, Hba-a1, Hba-a2, Hbb-bt, Alas2",13,introduced
cellranger_tsne,Cell Ranger t-SNE,13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",4,introduced
cellranger_tsne,Cell Ranger t-SNE,13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",6,lost
cellranger_tsne,Cell Ranger t-SNE,13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",8,preserved
cellranger_tsne,Cell Ranger t-SNE,13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",12,introduced
cellranger_tsne,Cell Ranger t-SNE,13,"Cldn5, Igfbp7, Bsg, Itm2a, Flt1",15,lost
cellranger_tsne,Cell Ranger t-SNE,14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",6,lost
cellranger_tsne,Cell Ranger t-SNE,14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",8,lost
cellranger_tsne,Cell Ranger t-SNE,14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",9,preserved
cellranger_tsne,Cell Ranger t-SNE,14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",10,introduced
cellranger_tsne,Cell Ranger t-SNE,14,"Olig1, Pdgfra, Serpine2, Olig2, Lhfpl3",15,introduced
cellranger_tsne,Cell Ranger t-SNE,15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",5,introduced
cellranger_tsne,Cell Ranger t-SNE,15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",6,lost
cellranger_tsne,Cell Ranger t-SNE,15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",8,lost
cellranger_tsne,Cell Ranger t-SNE,15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",9,introduced
cellranger_tsne,Cell Ranger t-SNE,15,"Rgs5, Higd1b, Vtn, Igf2, Ndufa4l2",14,preserved
cellranger_tsne,Cell Ranger t-SNE,16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",1,introduced
cellranger_tsne,Cell Ranger t-SNE,16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",4,lost
cellranger_tsne,Cell Ranger t-SNE,16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",6,lost
cellranger_tsne,Cell Ranger t-SNE,16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",8,lost
cellranger_tsne,Cell Ranger t-SNE,16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",11,introduced
cellranger_tsne,Cell Ranger t-SNE,16,"Ccl4, C1qb, C1qc, C1qa, Ccl3",19,introduced
cellranger_tsne,Cell Ranger t-SNE,17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",6,lost
cellranger_tsne,Cell Ranger t-SNE,17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",8,preserved
cellranger_tsne,Cell Ranger t-SNE,17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",9,lost
cellranger_tsne,Cell Ranger t-SNE,17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",10,introduced
cellranger_tsne,Cell Ranger t-SNE,17,"Ttr, Dbi, Rspo1, Wnt8b, Apoe",14,introduced
cellranger_tsne,Cell Ranger t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",2,introduced
cellranger_tsne,Cell Ranger t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",5,introduced
cellranger_tsne,Cell Ranger t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",6,lost
cellranger_tsne,Cell Ranger t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",7,introduced
cellranger_tsne,Cell Ranger t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",8,lost
cellranger_tsne,Cell Ranger t-SNE,18,"Meig1, Dynlrb2, Foxj1, Mt2, Mt1",17,lost
cellranger_tsne,Cell Ranger t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",1,introduced
cellranger_tsne,Cell Ranger t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",4,lost
cellranger_tsne,Cell Ranger t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",5,lost
cellranger_tsne,Cell Ranger t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",11,introduced
cellranger_tsne,Cell Ranger t-SNE,19,"Plac8, Lyz2, S100a8, Ifi27l2a, Cd52",16,preserved
cellranger_tsne,Cell Ranger t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",3,introduced
cellranger_tsne,Cell Ranger t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",11,introduced
cellranger_tsne,Cell Ranger t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",12,preserved
cellranger_tsne,Cell Ranger t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",16,lost
cellranger_tsne,Cell Ranger t-SNE,20,"S100a9, S100a8, BC100530, Ngp, Stfa1",19,lost
